出表日期,報告年度,公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證,廢棄物管理政策或減量目標
1111005,110,1721,三晃,209.4000,母公司,2169.1000,母公司,2378.5000,母公司,0.0969,產品,確信準則公報第一號,尋求新的回收再利用方式，以提升廢棄物回收再利用率
1111005,110,1722,台肥,191.0000,母公司台中廠、苗栗廠、花蓮廠,324.7400,母公司台中廠、苗栗廠、花蓮廠,515.7400,母公司台中廠、苗栗廠、花蓮廠,0.0005,產品,ISO 14001,無
1111005,110,1723,中碳,,小港廠+屏南廠,,小港廠+屏南廠,193.4200,小港廠+屏南廠,193.4200,營業額,N,提升棧板循環再利用率至85%
1111005,110,1725,元禎,,母公司,,母公司,18.1200,母公司,0.0022,百萬元營業額,N,"廢棄物分類,增加循環利用次數,減少廢棄物."
1111005,110,1726,永記,448.7100,20210101-20211231,676.0100,20210101-20211231,1124.7200,20210101-20211231,,,ISO9001及ISO14001,為確保本公司所產生之廢棄物，能有效且合法的被清除、處理或再利用，達到廢棄物資源化、安定化、合理化、經濟化，以維護環境衛生，降低對環境所造成的衝擊，配合環保法規，將其納入環境管理系統 (ISO 14001) 中進行管控，以確實依環保法令規定，進行清除、處理或再利用，並定期以網路傳輸方式完成申報，且於規定期限內上網查詢與確認事業廢棄物之清除、處理及再利用情形，以避免違規受罰，制定有「廢棄物管理標準作業」，執行廢棄物之分類、收集、儲存、管理、清運，以有效管制廢棄物。做好源頭減量管制，實施製程減廢措施，並做好污染防治及環境監控工作。
1111005,110,1727,中華化,215.9900,桃園一廠、桃園二廠,554.3110,桃園一廠、桃園二廠,770.3010,桃園一廠、桃園二廠,0.0090,產品,N,資源回收率達84.43%
1111005,110,1730,花仙子,0.1900,母公司,68.2300,母公司,68.4200,母公司,21.8000,營業額,N,"低碳設計,廢棄物減量,回收率提升"
1111005,110,1731,美吾華,,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,24.0250,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,,,N,改善生產流程、提升品質及資源分類等，以減少廢棄物產生。
1111005,110,1732,毛寶,0.0000,母公司,527.0800,母公司,527.0800,母公司,0.8500,噸CO2e/百萬營收,N,低碳商品研發、包材減量
1111005,110,1733,五鼎,1.4987,母公司,163.1700,母公司,164.6687,母公司,0.0001,營業額,N,廢棄物量年減1%。
1111005,110,1734,杏輝,11.0000,母公司,236.3890,母公司,247.3890,母公司,0.0001,營業額仟元,ISO 14001,減少污染物、有毒物及廢棄物之排放，並依法妥善處理廢棄物。
1111005,110,1735,日勝化,1.9900,母公司(未包含再利用廢棄物44.117公噸),563.8500,母公司(未包含再利用廢棄物44.117公噸),565.8400,母公司(未包含再利用廢棄物44.117公噸),0.0295,產品,N,本公司積極推動廢棄物減量、分類及循環再利用。
1111005,110,1736,喬山,,,,,,,,,N,尚無相關政策
1111005,110,1737,臺鹽,,生活垃圾、其他廢玻璃、陶瓷、磚、瓦及黏土等混合物、無機性污泥、滅菌後之非感染性事業廢棄物、毒性化合物-汞、廢紙、廢潤滑油、廢塑膠、廢鐵,,生活垃圾、其他廢玻璃、陶瓷、磚、瓦及黏土等混合物、無機性污泥、滅菌後之非感染性事業廢棄物、毒性化合物-汞、廢紙、廢潤滑油、廢塑膠、廢鐵,623.4800,生活垃圾、其他廢玻璃、陶瓷、磚、瓦及黏土等混合物、無機性污泥、滅菌後之非感染性事業廢棄物、毒性化合物-汞、廢紙、廢潤滑油、廢塑膠、廢鐵,,,N,臺鹽積極推動垃圾分類及資源回收制度，並改善製程以降低事業廢棄物數量， 2021年廢棄物量減少約31公噸，約降低5%。
1111005,110,1752,南光,9.7000,母公司,203.8020,母公司,213.5020,母公司,11.9945,營業額,N,依據主管機關核准後廢棄物清理計畫書進行廢棄物管理工作，廢棄物優先區分可資源回收再利用進行廢棄物減量工作，後續區分一般事業廢棄物與有害事業廢棄物均委託合法廢棄物處理公司進行清運處理，遵守廢棄物清理法相關規定、杜絕違法情事發生!!
1111005,110,1760,寶齡富錦,,寶齡富錦生技股份有限公司平鎮廠,,寶齡富錦生技股份有限公司平鎮廠,32.7200,寶齡富錦生技股份有限公司平鎮廠,0.0001,每仟元產值,N,每年廢棄物量/單位產值降低5%以上
1111005,110,1762,中化生,1368.0000,母公司,386.0000,母公司,1754.0000,母公司,0.0090,產品,N,執行垃圾分類並設置資源回收處、採雙面列印減少紙張使用、影印機及印表機碳粉盒回收等
1111005,110,1773,勝一,0.0000,母公司,864.3500,母公司,864.3500,母公司,0.0040,產品,N,無資料
1111005,110,1776,展宇,13.0700,範圍為母公司(第一廠及第二廠),401.5800,範圍為母公司(第一廠及第二廠),414.6500,範圍為母公司(第一廠及第二廠),0.5470,以佰萬元營業額為單位,N,逐年增加非有害廢棄物回收再利用比例
1111005,110,1783,和康生,,母公司,,母公司,29.7950,母公司,,,N,尚未擬定
1111005,110,1786,科妍,0.0380,母公司,61.0000,母公司,61.0380,母公司,,,N,逐年遞減1%為目標。
1111005,110,1789,神隆,2382.0000,僅母公司，2021年1月~12月,549.0000,僅母公司，2021年1月~12月,2931.0000,僅母公司，2021年1月~12月,,,N,"促進及宣導永續消費之概念，從事研發、採購、生產、作業及服務等營運活動，以降低公司營運對自然環境及人類之衝擊
並減少污染物、有毒物及廢棄物之排放以及妥善處理廢棄物。針對廢棄物可再利用資源加以回收，從源頭管理以禁用、替
代或減少使用對環境影響之物質，例如：設置stripper系統，回收製程產生之廢溶劑；含有害之DCM(Dichloromethane)
廢溶劑，以轉讓方式提供再利用業者使用；製程母液再純化減量；包材回收再利用等專案，以達成由源頭減量，並進而達
到減廢的目的。"
1111005,110,1795,美時,58.3800,母公司及重要子公司生產基地及研發中心,177.1800,母公司及重要子公司生產基地及研發中心,235.5600,母公司及重要子公司生產基地及研發中心,0.1900,千萬元營業額,N,進行廢棄物分類，減少廢棄物產生量，對比前一年產生量/營業額下降1%。
1111005,110,1802,台玻,56.7600,2021ESG報告書,22474.0000,2021ESG報告書,22530.7600,2021ESG報告書,,,ISO 14001,提高生產良率減少廢棄物量，回收可再利用的廢棄物。
1111005,110,1805,寶徠,,,,,,,,,N,規劃中
1111005,110,1806,冠軍,0.0000,工廠,18045.5600,工廠,18045.5600,工廠,0.0018,產品,ISO 14001,"NA
NA"
1111005,110,1808,潤隆,0.0000,僅本公司基隆德安A區建案,559.5000,僅本公司基隆德安A區建案,559.5000,僅本公司基隆德安A區建案,,,N,無資料
1111005,110,1809,中釉,0.0000,僅母公司,169.6900,僅母公司,169.6900,僅母公司,0.0053,產品,N,"1.推動經濟3R方案，達成減量化、再利用、再循環
2.推動環境改善目標、標的與管 方案"
1111005,110,1810,和成,3.0500,母公司,4747.8200,母公司,4750.8700,母公司,1.3109,營業額,ISO 14001,源頭減量政策，落實垃圾分類
1111005,110,1817,凱撒衛,0.0000,母公司,62.2700,母公司,62.2700,母公司,0.3800,百萬營業額,N,持續對廢棄物控管及減量，111年度管理目標擬訂較上一年度減量10%
1111005,110,1903,士紙,,,,,,,,,N,依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。
1111005,110,1904,正隆,0.0000,母公司,339915.0000,母公司,339915.0000,母公司,0.2042,"噸/噸(工紙、家品、紙與紙板) ；339,915/1,664,365 (造紙廠)",N,正隆致力資源永續，對於廢棄物採用源頭減量、再利用、資源循環、落實流向等四大管理；並積極投入廢棄物資源化，訂定2030年96%目標，2021年已達92.4%；同時，正隆產生之廢棄物為一般性事業廢棄物，並無任何有害事業廢棄物。
1111005,110,1905,華紙,0.0000,僅包含台灣所屬營運據點,239843.0000,僅包含台灣所屬營運據點,239843.0000,僅包含台灣所屬營運據點,,,N,發展製程餘料資源化再利用技術
1111005,110,1906,寶隆,,,,,,,,,N,落實垃圾分類及資源回收
1111005,110,1907,永豐餘,249.0000,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,571600.0000,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,571849.0000,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,0.0400,產品,N,"1.合理規劃生產訂單
2.使用可回收再利用的原料
3.產品重新設計，使回收更容易
4.降低廢棄物危害性
5.確實執行環境管理系統
6.廢棄物流向妥善處理
7.擴大發展循環經濟商業模式"
1111005,110,1909,榮成,25.7500,僅母公司,56549.6200,僅母公司,56575.3700,僅母公司,,,N,"榮成紙業橫跨造紙產業上中下游，從上游的紙漿與紙類原料，中游的紙箱及紙品加工乃至下游的紙品銷售及進出口業務，已垂直整合產銷價值鏈，並落實力行資源分類與再生回收，致力於提高資源利用率，減少廢棄物產生，透過不斷開發、改進廢棄物資源化及污泥減量的技術，降低社會環境負擔。
減量目標為較2018年減少16%"
1111005,110,2002,中鋼,46.3000,母公司,567880.8000,母公司,567927.1000,母公司,58.6000,廢棄物量(公斤)/鋼胚(公噸),ISO 14001,"短期目標(111年)：廢棄物資源化再利用比例達90%以上，廢棄物零固化掩埋。
中期目標(114年)：廢棄物資源化再利用比例達92%以上，廢棄物零固化掩埋。
長期目標(119年)：廢棄物資源化再利用比例達94%以上，廢棄物零固化掩埋。"
1111005,110,2006,東和鋼鐵,35733.0000,母公司生產廠區 (桃園廠、苗栗廠、高雄廠),350135.0000,母公司生產廠區 (桃園廠、苗栗廠、高雄廠),385868.0000,母公司生產廠區 (桃園廠、苗栗廠、高雄廠),0.1830,鋼胚產量,ISO 14001,"本公司三廠均建立廢棄物自主巡察稽核制度，將結果作成書面紀錄妥善保存，並追蹤缺失改善情形，將其納入自主巡察稽核重點。廠內廢棄物委外清除及處理前，需確認委託之清除、處理業者具備符合規定之清理資格及能力，且取得主管機關核發合格清除及處理登記許可證照，並透過網路申報事業廢棄物之產出、貯存、清除及處理情形，始得簽訂委託契約，申報之遞送單資料應保存三年。除指定專人管控廢棄物產出情形，亦會查訪受託者之廢棄物貯存、清除、處理、再利用之操作管理情形並作成紀錄備查。
桃園廠及苗栗廠主要廢棄物為爐碴及集塵灰，其產生量之多寡取決於煉鋼主原料廢鋼之品質。目前產生之集塵灰全部交由台灣鋼聯處理，提煉出粗氧化鋅，作為工業原料用；氧化碴之回收再利用全部交由環保單位認可之再利用機構，將氧化碴破碎、磁選、分篩後，作為非結構性工程用途；還原碴之回收再利用90％交由環保單位認可之水泥廠再利用機構做水泥生料，10％送交台鋼資源執行安定化後作為非結構性工程用途。"
1111005,110,2007,燁興,710.7500,本公司,9130.9400,本公司,9841.6900,本公司,,,N,"燁興以廢棄物資源循環再利用及永續發展為目標，
延長製程廢混酸使用時間，減少汙泥產量，
延長廢混酸換酸時間，減少混酸產出量。"
1111005,110,2008,高興昌,0.0000,110年屏南廠區,509.1800,110年屏南廠區,509.1800,110年屏南廠區,0.0100,產品,ISO 14001,委外民營機構清運處理'無減量目標
1111005,110,2009,第一銅,870.0760,僅計算第一伸銅科技股份有限公司臨海廠,370.7800,僅計算第一伸銅科技股份有限公司臨海廠,1240.8560,僅計算第一伸銅科技股份有限公司臨海廠,0.0923,產品,ISO 14001,以0.08廢棄物(公噸)/產品(年淨入庫量：公噸)為目標
1111005,110,2010,春源,0.0000,台灣總公司及北中南各生產營運據點。,13879.0000,台灣總公司及北中南各生產營運據點。,13879.0000,台灣總公司及北中南各生產營運據點。,0.0265,產品,ISO 14001,配合全球溫室氣體減量策略發展方向，兼顧資源效率、能源節約、環境保護的永續能源發展目標。
1111005,110,2012,春雨,9224.0000,母公司,1956.6300,母公司,11180.6300,母公司,18.7000,百萬營業額,ISO 14001,提高再製鹽酸回收率
1111005,110,2013,中鋼構,0.0000,高雄廠區、官田廠區,1229.6000,高雄廠區、官田廠區,1229.6000,高雄廠區、官田廠區,,,N,近三年潛弧銲渣平均回收量增加3%
1111005,110,2014,中鴻,22617.4850,母公司,100452.5590,母公司,123070.0440,母公司,0.0430,產品,ISO 14001,"中鴻2021年廢棄物清理量共計123,070.044公噸，其中一般事業廢棄物100,452.559公噸(佔81.62%)、有害事業廢棄物22,617.485公噸(佔18.38%)，處理說明如下：
1.一般事業廢棄物：主要產出廢棄物以廢鐵、鏽皮、熱軋礦泥、無機污泥為大宗，皆委託國內合格清除及處理商處理，處理方式有再利用、物理處理、掩埋、焚化。
2.有害事業廢棄物：2021年有害廢棄物為廢酸洗液、鉻及其化合物廢液及廢氧化鐵，其中廢酸洗液是委託再利用機構「中鋼公司」及酸鍍廠之ARP(廢酸回收再生系統)後產生再生鹽酸重複回到製程再使用、鉻及其化合物廢液及鉻酸空桶是委託國內合格清除及處理商處理、廢氧化鐵是由酸鍍廠廢水處理廠自行處理。本公司有害事業廢棄物皆於國內完成再利用或處理，無運往國外處理之情事，故運往國外有害廢棄物之百分比例為0%。"
1111005,110,2015,豐興,34962.0000,僅母公司,385803.0000,僅母公司,420765.0000,僅母公司,0.2315,產品,ISO 14001,本公司各項廢棄物皆依法設置貯存場分類放置，並依據公告應回收、再利用及事業廢棄物等類別，委託合法專業之回收、代清除處理業者執行回收清理作業，無違反巴賽爾協定，亦無有害廢棄物跨國運輸處理問題，各類廢棄物清除處理由權責部門不定期追蹤稽核，以確保最終處理之合法與安全性。
1111005,110,2017,官田鋼,0.0000,永康廠、麻豆廠、官田廠,2714.4900,永康廠、麻豆廠、官田廠,2714.4900,永康廠、麻豆廠、官田廠,0.0400,產品,N,"以「廢棄物總量削減」與「廢棄物資源化」做為策略，藉由製程技術改善、原物料減量等源頭管理措施，以積極減少廢棄物總量。
※廢棄減量推動之措施
1.降低製程機台更換潤滑油頻率，減少油類廢棄物產出量。
2.延長化學品使用時間、減少化學廢液產出量。
3.廢棄物減量並降低廢棄物處理成本
4.廢棄物採用回收再利用方式減少環境污染"
1111005,110,2020,美亞,,,,,,,,,ISO14000,污泥減重(熱氣回收乾燥)
1111005,110,2022,聚亨,0.0000,母公司,2141.4400,母公司,2141.4400,母公司,,,N,尚未訂定相關目標
1111005,110,2023,燁輝,214.0000,2021全年度,2484.0000,2021全年度,2698.0000,2021全年度,0.0020,產量(公噸),ISO 14001,依據廢棄物清理法及ISO 14001 廢棄物質管理辦法辦理
1111005,110,2024,志聯,,廢酸+生活垃圾+廢塑膠+鐵粉+製程污泥+廢水污泥+廢潤滑油,,廢酸+生活垃圾+廢塑膠+鐵粉+製程污泥+廢水污泥+廢潤滑油,1285.0000,廢酸+生活垃圾+廢塑膠+鐵粉+製程污泥+廢水污泥+廢潤滑油,,,N,尚未訂定具體目標
1111005,110,2025,千興,,僅母公司,,僅母公司,900.5100,僅母公司,0.0004,營業額,N,無資料
1111005,110,2027,大成鋼,0.0000,僅母公司,1583.3400,僅母公司,1583.3400,僅母公司,0.0280,產品,中華民國確信準則公報第一號「非屬歷史性財務資訊查核或核閱之確信案件」標準,為確保事業廢棄物能妥善、安全的被處理，大成鋼遵循廢棄物清理法規範，降低環境之衝擊，不銹鋼廠產生之下腳料亦再作為不銹鋼鑄造管配件之原料，其他製造過程中產出之廢棄物則交由環保署核可之處理廠處理。
1111005,110,2028,威致,20974.0000,個別公司,64261.0000,個別公司,85235.0000,個別公司,,,N,無
1111005,110,2029,盛餘,17.5900,統計2021年有害/一般污泥產出量,1490.0000,統計2021年有害/一般污泥產出量,1507.5900,統計2021年有害/一般污泥產出量,1.1900,產品,N,2018年至2022年污泥、油泥及廢溶劑減量18%
1111005,110,2030,彰源,,一廠、二廠、三廠、大連廠,,一廠、二廠、三廠、大連廠,983.7500,一廠、二廠、三廠、大連廠,983.7500,營業額,ISO 14001,已取的ISO 14001環境管理系統，每年推動各項環境管理改善方案，以達減廢及防治汙染之目標。
1111005,110,2031,新光鋼,0.0000,事業廢棄物(含生活垃圾),37.5400,事業廢棄物(含生活垃圾),37.5400,事業廢棄物(含生活垃圾),0.3000,億元營業額,N,NA
1111005,110,2032,新鋼,,,,,,,,,N,目前尚未訂定相關目標
1111005,110,2033,佳大,1000.0000,,332.0000,,1332.0000,,,,N,
1111005,110,2034,允強,350.3800,僅母公司所有廠區,1096.8900,僅母公司所有廠區,1447.2700,僅母公司所有廠區,0.0077,產品,ISO 14001,本公司已取的ISO 14001環境管理系統，每年推動各項環境管理改善方案，以達減廢及防治汙染之目標。
1111005,110,2038,海光,4870.1800,爐渣、生活垃圾,36945.2400,爐渣、生活垃圾,41815.4200,爐渣、生活垃圾,,,N,目前本公司氧化碴、還原碴、集塵灰出廠後均採用再利用方式進行處理。
1111005,110,2049,上銀,16.0700,涵蓋營運據點13廠區，100%營運控制權,11102.3550,涵蓋營運據點13廠區，100%營運控制權,11118.4250,涵蓋營運據點13廠區，100%營運控制權,0.4833,百萬營業額,ISO 14001,"廢棄物再利用率達80%
污泥烘乾減量56公噸"
1111005,110,2059,川湖,35.8900,母公司及子公司川益科技(股)公司兩個廠區,241.7000,母公司及子公司川益科技(股)公司兩個廠區,277.5900,母公司及子公司川益科技(股)公司兩個廠區,0.0161,千組產品,ISO 14001,"1.提高廢棄物再利用比例，力行廢棧板修理回收使用，提升汙泥脫水、烘乾效能，改善減量添加物，減少汙泥及廢棄物產生量。
2.持續推動廠內廢棄物分類教育，以降低一般性廢棄物產生量。"
1111005,110,2062,橋椿,113.6000,母公司,407.1700,母公司,520.7700,母公司,,,N,建立相關制度文件，依其規範內容執行，並訂立廢棄物委託處理或再利用機構的評核機制，定期實廠查核，有效的掌握廢棄物流向及處理流程之合法性。並訂立廢棄物委託處理或再利用機構的評核機制，定期實廠查核，有效的掌握廢棄物流向及處理流程之合法性。
1111005,110,2069,運錩,0.0000,僅母公司所有廠區,37.0000,僅母公司所有廠區,37.0000,僅母公司所有廠區,,,ISO 14001,本公司無有害廢棄物
1111005,110,2101,南港,,企業永續報告書(110年總量),,企業永續報告書(110年總量),2927.3200,企業永續報告書(110年總量),0.0855,產品,ISO 14001,橡膠報廢品之再利用率達100%
1111005,110,2102,泰豐,0.0000,僅母公司,858.5100,僅母公司,858.5100,僅母公司,0.1170,每噸產品,N,可用資源回收再利用
1111005,110,2103,台橡,1344.6800,合併財務報表之生產營運母子公司,2591.7700,合併財務報表之生產營運母子公司,3936.4500,合併財務報表之生產營運母子公司,7.0000,每千噸產品量,ISO 14001,每年將逐步降低單位產品廢棄物量及增加單位產品回收廢棄物量
1111005,110,2104,國際中橡,0.0000,國際中橡100%持有之子公司林園先進。,1262.2000,國際中橡100%持有之子公司林園先進。,1262.2000,國際中橡100%持有之子公司林園先進。,0.0100,產品,ISO 14001,"林園先進廠採用3R(Reduce, recycle, Reuse)作為內部廢棄物管理的重要方針，除降低資源耗用外，並可避免造成環境污染。如從末端廢棄物再利
用，包括原物料貯槽、製程耗材更換、包材及棧板等，且更進一步從源頭使用改善，如PE袋的導入、塑膠棧板及租賃棧板的導入，朝廠內零廢棄物
產生推進。透過導入污泥、集塵灰再利用，中長期目標廢棄物循環利用率大於80%。"
1111005,110,2105,正新,3.6900,母公司,3930.0900,母公司,3933.7800,母公司,0.0270,產品,N,"1.公司自主一、二、三級保養，以定期維護延長物品使用壽命， 逐步導入環保材質之耗材及原材料。
2.廢棄物分類回收，減少清運之種類及數量。
3.依公告類別委託再生機構，處理公司相關可回收(下腳品)廢棄物。
4.減少使用免洗餐具，員工發給個人餐具、餐廳使用不鏽鋼餐具可供重覆使用。"
1111005,110,2106,建大,,台灣地區,,台灣地區,2284.0600,台灣地區,0.0500,產品,ISO 14001,"持續推動降低中間製品及製品報廢
率，並以回收再利用率達10%之目
標，以對環境之衝擊降至最低。"
1111005,110,2107,厚生,0.0000,2021/01~2021/12,40.0000,2021/01~2021/12,40.0000,2021/01~2021/12,,,N,尋求廠商回收再利用
1111005,110,2108,南帝,9.1700,母公司,2068.2700,母公司,2077.4400,母公司,,,N,無
1111005,110,2109,華豐,,,,,,,,,N,
1111005,110,2114,鑫永銓,,母公司,,母公司,767.2400,母公司,0.4000,營業額以百萬元為單位,N,降低廢棄物，每年1%。
1111005,110,2115,六暉-KY,,,,,,,,,N,評估規劃中
1111005,110,2201,裕隆,5.9800,裕隆汽車製造(股)公司三義廠區,2927.3100,裕隆汽車製造(股)公司三義廠區,2933.2900,裕隆汽車製造(股)公司三義廠區,0.0963,產品,N,呆廢料委員會推進、低減課題執行、每年低減2%以上
1111005,110,2204,中華,77.2300,楊梅廠+新竹廠,1193.2800,楊梅廠+新竹廠,1270.5100,楊梅廠+新竹廠,0.0232,產品為楊梅廠+新竹廠年車輛生產台數總量,ISO 14001,"管理：
為降低廢棄物對環境之危害，公司產出之事業廢棄物皆委託合格公民營廢棄物清除處理機構清除、處理，並依環保署廢棄物清理及回收廢棄物等相關法規，致力落實各項環境污染物與有害廢棄物之管理，以期降低廢棄物產生。
成效：
公司2021年不可回收廢棄物減量約401.52公噸，較2017年基準年(1672.03公噸)廢棄物減量24.01%，廢溶劑較2018年減量約72%，且2021年廢棄物清理並無運輸、輸入、輸出「巴塞爾公約」列管之有害廢棄物之物質。
2021年並針對一般垃圾實施循環經濟概念，將垃圾中可以再利用廢棄物分類出來，例如塑膠袋等，再製成PE原料再使用。"
1111005,110,2206,三陽工業,0.0000,三陽工業股份有限公司新竹廠,8161.0900,三陽工業股份有限公司新竹廠,8161.0900,三陽工業股份有限公司新竹廠,3357.7900,產品,N,無資料
1111005,110,2207,和泰車,0.0000,母公司,71.0000,母公司,71.0000,母公司,0.1300,人,N,"以2019年為基準年, 設定年度減量1%之目標(2020年為1%、2021年為2%、依此類推)，
並每月紀錄廢棄物數量，並檢討減量達標情形(若未達標則制定改善計畫)"
1111005,110,2208,台船,496.7400,台船高雄廠,3724.9600,台船高雄廠,4221.7000,台船高雄廠,4221.7000,"營業額15,875,982仟元",N,本公司生活垃圾量密集度近5年度平均0.159 ( 公斤/ 仟元)，與2024 年度目標值0.158 ( 公斤/ 仟元)， 差距約0.5%，持續推動生活垃圾量減量管制與宣導。
1111005,110,2211,長榮鋼,0.0000,僅母公司,9191.6500,僅母公司,9191.6500,僅母公司,0.7900,百萬營業額,N,"長榮鋼鐵以鋼構產品生產、組裝為主，製程中所產生之主要廢棄物有廢鐵、潛弧銲渣、廢木材棧板、非有害金屬或金屬廢料混合物等。在廢棄物處理上皆以再利用為優先，其次為焚化與掩埋。
廠內廢棄物各項處理原則如下：
1.廢鐵：為最大量廢棄物，以再利用方式委託回收商回收再利用。
2.潛弧銲渣：與銲材供應商以回收再利用方式，再製成銲藥。
3.廢木材棧板：主要為製程中承載所需small piece搬運耗損產生，已利用製程產生之廢鐵製作成鐵棧板，減少木棧板使用量，並經整理分類後，多數以R類再利用委託合法廠商回收，減少D類焚化掩埋數量。
4.紙類：透過E化作業，將鋼構製造所需之製造圖檔存放於指定電腦檔案，供製造所需單位讀取，減少製造圖紙之列印。另，員工差假、派車及多項申請作業，亦改以E化簽呈管理，減少使用紙張。文書作業之影印紙張，以回收進行雙面影印再利用。無法再利用紙類廢棄物則交由慈善單位回收再利用。
5.其他：非有害金屬或金屬廢料混合物，收集過程中再以磁吸方式分類，將可再利用之廢鐵分離出，減少最終之掩埋處理量。
員工生活垃圾部分，於行政大樓及各廠區辦公室設置垃圾分類桶(紙類、塑膠類、鐵鋁罐頭及玻璃類)，並張貼回收標示，推動員工做好資源回收。為配合政府政策，推動源頭減量，減少一次性餐具產出，全廠供餐則提供環保餐盒、餐具及設置廚餘回收桶，以減少廢棄物產出。"
1111005,110,2227,裕日車,,母公司,,母公司,65.4000,母公司,0.1800,人均生活廢棄物產出量(公噸/年-人),ISO 14001,"依據公司訂定之廢棄物管理程序，將公司廢棄物分為一般生活廢棄物及資源性廢棄物，廢棄物處理程序如次 :
1.當貯存場所堆置至一定量之生活廢棄物時，管理部通知合格之清除機構入廠清除。清除作業時，並不得有廢棄物飛散濺落污染環境之情形發生，管理部應記錄清運車號、廢棄物種類及數量於廢棄物清運紀錄表，最終載運至后里焚化廠進行處置。
2.資源性廢棄物 : 於各單位辦公室內設立紙類、金屬類、塑膠類、玻璃類及乾電池回收箱等，以進行各類資源性廢棄物回收作業。另外，為符合資源永續利用目標，我們積極落實廢棄物資源化措施，將產出的廢棄物委託國內合法之資源回收再利用業者，執行回收再利用作業。經統計2021年委外之生活廢棄物清運量為65.4噸，相較2020年度69.9噸，下降幅度為 5.7%。未來本公司將以每年減量2%為目標，持續推行廢棄物管理各項行動方案。"
1111005,110,2228,劍麟,9.4000,2021全年度,152.9900,2021全年度,162.3900,2021全年度,0.4600,人,ISO 14001,達成D-0899纖維或其他棉、布等混合物減量30%
1111005,110,2231,為升,5.4700,為升電裝工業(股)公司2021/01~2022/05,53.1600,為升電裝工業(股)公司2021/01~2022/05,58.6300,為升電裝工業(股)公司2021/01~2022/05,,,ISO 14001,落實廢棄物分類宣導
1111005,110,2233,宇隆,38.6700,110/1/1-110/12/31,254.0000,110/1/1-110/12/31,292.6700,110/1/1-110/12/31,,,N,加強宣導同仁資源回收觀念
1111005,110,2236,百達-KY,,,,,,,,,N,持續提升資源回收再利用，減少廠內廢棄物
1111005,110,2239,英利-KY,,,,,,,,,N,無資料
1111005,110,2241,艾姆勒,87.6000,母公司,323.1600,母公司,410.7600,母公司,0.0002,產品,N,持續監控廢棄物清運數量並減少廢棄物產生
1111005,110,2243,宏旭-KY,,,,,,,,,N,NA
1111005,110,2247,汎德永業,,,,,,,,,N,落實資源回收，減少廢棄物總量
1111005,110,2250,IKKA-KY,,,,,,,,,N,NA
1111005,110,2301,光寶科,2392.0000,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",3679.0000,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",6071.0000,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",0.1260,百萬營收,ISO 14001,以 2020 為基準年，於 2023 年廢棄物絕對減量 10%
1111005,110,2302,麗正,40.7100,母子公司,1.9030,母子公司,42.6130,母子公司,42.6130,產品,ISO 14001,廢棄物回收率達50%
