出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,提升能源使用效率政策,使用再生物料政策
1111005,110,1712,興農,0.0000,母公司王田廠區(王田廠、王田二廠、生物工廠),N,"1.提升蒸氣利用率：新增廢熱蒸氣專門供給管道，減少蒸氣浪費，並依據各製程蒸氣需求期程，及創建蒸氣需求通訊群組，對應產出蒸氣，達到節能之目的。
2.執行節能節電專案：評估設備耗能情形，規劃設備汰舊換新，並訂定年節電率達1%為目標，推行各項節能節電措施。110年年節電率達1.37%。
3.提升廢水處理效率：規劃增設廢水相關設備，提升廢水處理效率，降低廢水處理之能耗。
4.推動再生能源建置：本公司已於王田廠建置98.82kw及於生物工廠建置943.975kw太陽能光電發電系統，另規劃於王田廠建物如辦公室屋頂及倉庫區增設太陽能設備，增加太陽能建置面積，提高太陽能發電量。","1.生產過程副產物回用：製程中產生之廢酸、鹽類、非有害有機廢液或廢溶劑回收再利用或出售同業，以減少原物料之採購及處理的能耗，並降低碳排放。110年平均溶劑回收率約88%；並售出176噸溶劑及903噸鹽類。
2.建立廠內廢棧板及廢太空包二次利用的管理機制。
3.大宗化學品容器重複使用，如鐵桶、IBC桶、ISO tank皆重複使用至淘汰以減少原物料之採購的能耗。"
1111005,110,1713,國化,0.0000,屏南分公司,N,無,無
1111005,110,1714,和桐,,,N,"更換節電設備,如水銀燈更換LED燈",無
1111005,110,1717,長興,0.0090,包含合併財務報表之母子公司,ISO 50001,"長興材料作為全球主要的樹脂材料/特用材料/電子材料供應商，
為實現公司永續成長的經營理念，全體同仁將推動ISO 50001
國際能源管理系統標準，承諾：
壹、	節能減碳---具體落實能源管控，共創低碳優質環境。
貳、	持續改善---擬定節能計畫方針，合理有效運用能源。
參、	追蹤考核---審查能源管理目標，定期檢討執行成效。
肆、	遵守法規---遵守能源相關法規，優先採購節能設備。
伍、	目標方向---提高能源使用效率，持續改善能源績效。
此外符合國際間對氣候變遷及節能減排的議題與風險，
長興公司主動宣誓全球的節能減碳管理目標如下：
(1)節能管理目標：以2016到2020年度各種能源單耗平均值為基線，
自2021年起每年各種能源單耗降1% ，至2030年止合計各種能
源使用單耗減量合計10%。
(2)減碳管理目標：以2020年為基準年，2025年總減排量為2020年
總排放量的5%，2030年總減排量為2020年總排放量的10%，2050
年總減排量為2020年總排放量的30%。
(3)溫室氣體排放管理目標：以「二氧化碳排放量/營業額」作為量化
指標，以每年減少3%為目標。
(4)再生能源發展目標：長興公司於全球再生能源履行義務容量，於
2030年達成2020年全球總耗電量5%。","持續綠色技術創新、提供環境永續產品
1.	鈕扣樹脂RCS(Recycle Claim Standard)
2.	回收醇、回收溶劑再利用
3.	生質原料產品開發"
1111005,110,1720,生達,7.2000,生達一廠+生達二廠,N,宣導節能及汰除耗能燈具及設備,無
1111005,110,1721,三晃,,,確信準則公報第一號,持續開發新技術及製程，降低能源耗用,改善生產流程，將不要的廢棄物轉換成可使用的原料
1111005,110,1722,台肥,4.4000,僅計算母公司台中廠、苗栗廠電力使用再生發電比例,ISO 50001,"台肥台中廠陸續於2019年、2021年完成「公用鍋爐改使用天然氣」、「硝磷二工場改使用天然氣」方案，使得燃油逐漸被汙染較低及溫室氣體排放較小的天然氣取代。2019年起顯著下降，至2021年燃油用量已剩下2019年的38.36%。未來將再規畫執行「硝磷一工場改使用天然氣」、「錏磷工場改使用天然氣」等方案，預計2024年台中廠燃油將完全被天然氣取代後，每年可減少約3,500噸二氧化碳排放當量。
台中廠亦持續推動其他能源轉型工作。配合國家再生能源發展政策，台中廠2021年起規劃增加設置744Kw太陽能發電系統，預估2023年建置完成後，全年可發電約95萬度電做為廠內用電，換算後為節省342,000千萬焦耳之能源及減少465噸二氧化碳排放當量",台肥在技術可行範圍內，並且不影響生產品質及產品安全的原則下，將持續選用可替代之回收再利用（Recycle）原料取代一般原物料，以達成企業環保節能永續目標。
1111005,110,1723,中碳,,,ISO 50001,2015～2032年累計平均年節電率>1.1%,未定
1111005,110,1725,元禎,0.0000,母公司,N,不適用,目前暫未使用再生能源
1111005,110,1726,永記,,,N,無,無
1111005,110,1727,中華化,,,N,無,無
1111005,110,1730,花仙子,,,N,"製程設備節能,採用再生能源","低碳商品設計,包材回收"
1111005,110,1731,美吾華,,,N,"本公司已完成建置符合並取得ISO22716化妝品優良製造規範的認證，藉由製程的優化，積極推動各項能源減量措施，選用高能源效率及節能設計之設備，降低企業及產品能源消耗，並擴大再生能源之使用，使能源使用效率最佳化。
在綠色製造上，減少不必要之資源浪費、尋求廢棄物減量及再利用技術開發；在價值鏈上下游，共同努力包材之回收共用；另在產品上，努力於對環境負荷衝擊低之再生物料使用測試，讓循環經濟效益極大化。
另於楊梅興建中之化妝品GMP廠房，已規劃建置為符合經濟部工業局綠色工廠之規範，擬於建廠完成後申請綠色工廠標章，為地球盡一份世界公民之責任。",尚未制訂。
1111005,110,1732,毛寶,,,N,購買綠電、設備冷凍空調節能,無資料
1111005,110,1733,五鼎,,,N,能源耗用強度年減1%。,
1111005,110,1734,杏輝,,,N,評估能耗設備汰舊換新及採購節能標章設備,N/A
1111005,110,1735,日勝化,,,N,持續進行能源有效使用及設備汰換等改善措施，發揮能源使用效率。,對於可重複使用的資源儘量重複使用。
1111005,110,1736,喬山,,,N,尚無相關政策,尚無相關政策
1111005,110,1737,臺鹽,,,N,自2010年開始建置完成各單位之環境會計制度，以更完整的綠色管理資訊作為環境保護議題規劃及推動基礎，達到資源使用之有效性，並透過環境管理系統定期檢視績效。,"食品包裝不可使用再生物料，故臺鹽致力於執行包材減量。
(一)提供易回收及低碳足跡之包材
(二) 持續致力於包材減量及設計改良"
1111005,110,1752,南光,1.0791,"屋頂型太陽能2021年發電212,861度",N,規劃2023年裝設第二期屋頂型太陽能約160kw,無
1111005,110,1760,寶齡富錦,,,N,公用動力及製程設備逐年汰換成節能,改善產品過度包裝設計及原物料外包裝
1111005,110,1762,中化生,,,N,每年用電量減少1%以上之節能目標，設備加裝變頻器、採用低污染燃料等,無資料
1111005,110,1773,勝一,,,N,無資料,無資料
1111005,110,1776,展宇,,,N,汰換老舊設備及增加節能裝置以有效降低耗能。,逐年增加再生物料替代原有原料比例
1111005,110,1783,和康生,,,N,尚未擬定,尚未擬定
1111005,110,1786,科妍,,,N,無,無
1111005,110,1789,神隆,0.5340,"僅母公司(於2021年外購電力32,253,016度，太陽能發電172,218度)",N,"訂定節能減廢的目標與標的，並透過生產及環境管理系統，持續推動節能減碳。
主要之節能措施如下：
1.大型轉動機械裝設變頻器做節能控制
2.大型冷卻水泵供應模式最適化節省
3.辦公室及戶外路燈照明更換為LED
4.空調系統導入時程控制節省用電
5.增加太陽能發電","致力於提升各項資源之利用效率，並使用對環境負荷衝擊低之再生物料，使地球資源能永續利用。
1.增進原料或產品之可回收性與再利用。
2.使可再生資源達到最大限度之永續使用。"
1111005,110,1795,美時,,,N,對比前一年產生量/營業額下降1%,無
1111005,110,1802,台玻,,,ISO 50001,建置再生能源系統,無資料
1111005,110,1805,寶徠,,,N,規劃中,規劃中
1111005,110,1806,冠軍,,,ISO 50001,"實施節能減碳,推行清潔工藝;
確保資源取得,落實全員參與;
符合法規要求,支持綠色採購;
持續改善績效,成為綠色企業。",NA
1111005,110,1808,潤隆,,,N,無資料,無資料
1111005,110,1809,中釉,,,N,"1.政府節能績效保證輔導專案風車,空壓機,球磨機設備改為導入變頻控制
2.電壓功率因素調整",1.引進相關技術，提高能資利用 2.再生燃料油替代重油，清淨能源取代燃料油
1111005,110,1810,和成,,,ISO 50001,選用節能設備,無使用再生物料
1111005,110,1817,凱撒衛,,,N,節能減碳，善用再生能源,公司研議規劃中
1111005,110,1903,士紙,,,N,依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。,依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。
1111005,110,1904,正隆,0.0100,母公司,ISO 50001,"正隆善用各廠地理特性和產線特性，積極發展風、光、沼氣等綠電，是唯一取得風電再生能源憑證紙業，累積9,309張。本公司將於合適廠址持續採購再生能源與裝設再生能源發電設備，朝向再生能源裝置容量達契約容量10%目標邁進。",正隆長期以回收紙為主要原料，保留森林資源並降低碳排，是典型循環經濟產業，2021年分別使用國內外回收紙111.7 萬公噸、67.7 萬公噸，木漿近14.0 萬公噸，植物性原料如澱粉、樹薯粉等，共193.4 萬公噸，再生性原物料使用率96.1%。
1111005,110,1905,華紙,29.0000,僅包含台灣所屬營運據點,ISO 50001,建置太陽能、擴大木質素生質能發電容量,增加替代燃料、生質燃料投入
1111005,110,1906,寶隆,,,N,"1.落實節能減碳
2.持續汰換高耗能設備
3.提高綠色採購比例",販售使用回收廢紙製成之瓦楞原紙
1111005,110,1907,永豐餘,31.2000,"永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。
可再生能源包含：SRF、回收紙渣、廢膠片、餘泥、沼氣、木質素、樹皮、木片等",ISO 50001,為追求更高的能源效率及綠色能源使用率，永豐餘導入ISO 50001 能源管理系統，持續進行再生能源設置、設備改造、降低能耗、餘熱回收、生質燃料替代化石燃料、需量反應等措施。所有營運據點均設有綠色能源設備，包括太陽光電建置，及具有業界優勢的沼氣發電、木質素發電、生質燃料等生質能源。,"秉持餘料再造，代煤減碳／生物轉化，純淨能源／循環綠能，環境友善。
紙的最主要原料纖維，係植物光合作用的碳循環可不斷循環再生，而且因吸收二氧化碳原本即是環境友善的固碳原料，使用過的紙可不斷重複進入紙回收體系，再次成為造紙的回收纖維原料。工紙紙器事業群回收紙使用比例高達96.7%，而以回收紙製成的紙箱、紙板，均通過政府環保標章認證。我們持續從材料面根本性的降低環境衝擊，將環境友善的原料研發成各種特殊紙品和創新材料。"
1111005,110,1909,榮成,2.0000,僅母公司,ISO 50001,基於企業使命，我們致力於執行與發展對環境友善的經營模式，重視企業及環境的共存共榮，為追求永續經營的理念，將企業核心競爭力建構於高效利用資源的五項環保高新技術，包括：一、再生纖維利用，二、節能生產，三、節水生產，四、空污、水污、減廢處理，五、空間利用等的高新技術。不僅製程能耗、用水方面達到領先業界的水準，回收廢紙做成的每1公斤再生紙箱，可以為地球減少5.3公斤二氧化碳當量排放。,"大量運用回收紙作為原料，與傳統使用原木紙漿造紙相比，每公斤瓦楞紙箱產量可減少二氧化碳排放約5.3公斤CO2e，2025年預計產量可達432萬噸，可回收470萬噸廢紙，為地球減碳2,250萬噸，等於少砍6,800萬棵樹 。"
1111005,110,2002,中鋼,0.0001,母公司,ISO 50001,"為提升能源使用效率並落實節能減碳規劃，中鋼訂有年度單位鋼胚能耗目標及五年節能行動計畫等：
(1)中鋼公司每年依生產計畫及年度節能目標訂定單位鋼胚能耗(百萬卡/噸鋼胚)目標，作為全廠能源績效指標。110年目標為單位鋼胚能耗≦5,390百萬卡/噸鋼胚 (22.57 GJ/噸鋼胚)，實績值5,315百萬卡/噸鋼胚，達成目標。
(2)中鋼自94年起啟動五年節能行動計畫，已完成3期五年計畫，每期計畫皆達成節能行動計畫總目標，並持續推動第四期(110~114年)，110年已完成節能專案319件，達成「第四期節能行動計畫」總目標的32%，相當減少8.82萬公噸二氧化碳當量之排放。","再生水：
中鋼配合政府推動積極開拓都污再生水回收政策，統計110全年度，中鋼總計導入16,205百萬公升的鳳山溪及臨海再生水，再加上製程用水回收，後續為配合高雄市經發局執行「和發產業園區再生水之替代履行方案」，亦規劃由鳳山溪再生水管線連接支管輸送進入中鋼廠內南站原水池，將增加使用鳳山水資源中心擴充9,700CMD之再生水，預計112年底前完成，以強化再生水源之調度，屆時再生水每日使用量約可達到7萬立方米，約佔整體用水量的57%。
廢鋼添加：
煉鐵、煉鋼與軋鋼之生產過程中會產出殘鋼與廢鋼，為推動減碳工作，廠內試著調整生產方式，使得煉鋼過程中有效提高廢鋼添加比例。
廢雜料回收：
中鋼公司為降低營運對環境所造成之負荷，依循鋼鐵生命週期之概念，致力開發各種資源化技術應用於製程所產生廢棄物，例如將金屬表面清洗作業收集之廢酸洗液還原成再生酸、將工業廢水收集的含鐵污泥配料造粒回高爐製程取代天然鐵礦砂使用、將保護高溫設備之舊耐火材破碎回收使用於廠內製程墊底材、爐襯保護及取代部分原物料。此外，中鋼公司亦整合臨海工業區內外資源化鏈結，將工業廢棄物妥善資源化，降低對環境衝擊。"
1111005,110,2006,東和鋼鐵,0.0000,母公司,ISO 50001,本公司主要能源使用包括外購電力、天然氣、液化石油氣、柴油及汽油等，並導入ISO 50001能源管理系統，持續掌握各廠能源使用變化。同時透過各種節能方案的資源需求，投入資本支出及相關人力與物力，期望掌握生產成本，並有效且適切使用能源。,本公司主原料超過90%以上為廢鋼，其特性為可重複使用、重複製造，是回收再利用率最高的材料。本公司制定廢鋼驗收及電爐作業等標準，依每月生產計劃增加國內廢鋼採購量、建置細碎工場及提高煉鋼製程的回收率等措施，減少原料及能源的耗用，進而減少對自然環境的衝擊。
1111005,110,2007,燁興,,,ISO 50001,"節能省碳及節水方案
2021年節能措施:岡山軋鋼廠壓縮空氣漏氣消除改善，檢查與修復廠內空氣管路洩漏，進而降低空壓機不必要的能源損失，年節省約777,600度。
屏南廠2021年10月完成加熱爐燃料系統改造，主要能源從電力與低硫燃料油變成電力與天然氣。",無
1111005,110,2008,高興昌,0.0000,110年屏南廠區,N,每年節電1%,無
1111005,110,2009,第一銅,0.0000,無使用再生能源,N,改善照明，採用節能LED燈；汰換老舊空壓機及機械器具(如幫浦.馬達.空壓機.變壓器等),回收生產製程中的下腳料及銅片保護紙；回收客戶的下腳料及棧板。
1111005,110,2010,春源,,,N,配合全球溫室氣體減量策略發展方向，兼顧資源效率、能源節約、環境保護的永續能源發展目標。,無
1111005,110,2012,春雨,,,N,無,無
1111005,110,2013,中鋼構,,,ISO 50001,年度節電達1%,無
1111005,110,2014,中鴻,0.0000,母公司,ISO 50001,"(1)公司已建置能源管理系統(ISO 50001：2018年版)，並於110年7月通過『立恩威國際驗證股份有限公司(DNV)』驗證(熱軋廠、冷軋廠、鋼管廠為換證驗證；酸鍍廠為初次驗證)，透過PDCA管理模式，有效管控各項重大能耗設施，持續提升能源使用效率與管理績效。
(2)公司為達成能源法規之節約能源要求(節電率≧1%，110年各廠區皆提出節能專案，實際節電執行績效如下：
a. 熱軋：3.26%
b. 冷軋廠：2.73%
c. 酸鍍廠：3.15%
d. 鋼管廠：1.77%
e.鋼管廠鹿港廠區：2.14%
公司2021年能源使用效率如下：
◆總能源：3,871,969 GJ
◆直接能源：2,692,240 GJ
◆間接能源：1,179,729 GJ
◆能源密集度：1.572 GJ/公噸產品
◆直接能源密集度：1.093 GJ/公噸產品
◆間接能源密集度：0.479 GJ/公噸產品","1. 公司未定訂『使用再生物料政策』，但在環安衛能政策之『4.持續節能減廢』中有包含使用再生物料之含意，期望透過推動節能減廢，達到資源有效再利用，善盡企業責任。
2.公司對於使用再生物料之行動與敘述如下：
(1)公司透過完善廢棄物規劃與管理，大宗之事業廢棄物（例：廢鐵、鏽皮、廢酸、熱軋礦泥、無機性污泥、廢活性碳、廢潤滑油、廢耐火材…等）皆已資源化再利用，110年廢棄物資源化比率為99.22%，再利用用途如下：
a. 熱軋礦泥/無機污泥：作為水泥廠副原料或用於道路級配或製作連鎖磚。
b. 廢木材：作為鍋爐燃料。
c. 廢酸：經回收處理，製成再生酸，再回到製程使用。
d. 廢鐵、鏽皮：回收至熔爐再利用。
(2)近五年廢棄物再利用率：
a. 2017年：99.24%
b. 2018年：99.20%
c. 2019年：98.93%
d. 2020年：98.94%
e. 2021年：99.22%
(3) 公司扁鋼胚(或熱軋鋼捲)原料供應商中龍鋼鐵(隸屬中鋼集團公司)，以往煉鋼製程添加之再生材(廢鋼)比例約3~15 %，目前正在測試提高再生材比例至46%，以SAE 1016材質開始測試，熱軋鋼捲已成功產出10捲並賣給公司冷軋廠使用，未來將擴大至最大宗之材質SAE 1006與SAE 1008。"
1111005,110,2015,豐興,,,N,"1.積極推動節能減碳措施，配合政府政策，改善製程，降低耗能，採用低碳設備及能源，強化產品競爭力，達到永續經營之目的。
2.提升再生能源使用比例，降低溫室氣體排放量。
3.配合能源局電政策，每年節電1％。",無資料
1111005,110,2017,官田鋼,,,N,"1.汰換掉高污染低硫燃油使用，以天然氣與電力為主要使用能源。
2.設備/備/能源採購&服務之能源效率，納入採購規範。",優先採購取得經濟部資源再生綠色產品審查認定辦法認證，使用一定比例以上之回收料作為原料，且其生產階段符合省能資源、少污染，增加社會利益或減少社會成本的產品。
1111005,110,2020,美亞,,,N,查證時程計劃書預計在下半年完成,查證時程計劃書預計在下半年完成
1111005,110,2022,聚亨,,,N,尚未訂定相關政策,尚未訂定相關政策
1111005,110,2023,燁輝,0.0000,2021全年度,ISO 50001,提高能源效率，推動清淨能源,無
1111005,110,2024,志聯,,,N,尚未訂定具體政策,尚未訂定具體政策
1111005,110,2025,千興,,,N,預計導入ISO50001驗證機構,無資料
1111005,110,2027,大成鋼,,,中華民國確信準則公報第一號「非屬歷史性財務資訊查核或核閱之確信案件」標準,2021年以前建置之太陽能發電裝置皆以售電方式賣出，預定2022年之新建廠房將以發電自用為主，目前未採用其他再生能源供電。,無資料。
1111005,110,2028,威致,,,N,無,無
1111005,110,2029,盛餘,0.1737,太陽能/電力+天然氣+蒸氣+汽柴油(熱值),ISO 50001,全員環保、防治污染、關懷地球、永續發展,無
1111005,110,2030,彰源,,,N,已導入太陽能發電系統。,無
1111005,110,2031,新光鋼,,,N,NA,NA
1111005,110,2032,新鋼,,,N,目前尚未訂定相關政策,目前尚未訂定相關政策
1111005,110,2033,佳大,,,N,,
1111005,110,2034,允強,40.0000,四廠總用電量合計為 13698 kw，目前斗一廠和斗二廠安裝太陽能發電，發電量為 5500Kw，共佔四廠總用電量的 40%。,ISO 50001,"1. 已導入再生能源太陽能發電系統。
2. 汰換耗能設備或舊馬達，導入節能設備及馬達。
3. 汰換低效率空調系統。
4. 調整空壓機壓力，降低耗能。
5. 導入能源管理系統。",無
1111005,110,2038,海光,,,N,將導入電力智能控制系統及廠區屋頂設置的太陽能板等方式，提昇能源使用效率。,本公司將評估廠區內的柴油車包括鏟裝車、堆高機、怪手等車輛汰換成電動車之可行性。
1111005,110,2049,上銀,,,ISO 50001,"(一)遵守政府「環安衛能」法令規章要求事項，支持採購永續產品及服務。
(二)宣導「環安衛能」管理觀念，鼓勵利害關係人諮詢及參與議題之決策。
(三)鑑別危害及評估風險和改善機會，加強危害預防，建構健康職場。
(四)推動源頭設計發想，提升循環經濟、能源績效與污染防治等工作。
(五)擬定「環安衛能」目標，提供計畫所需資源，以達管理系統預期結果。
(六)落實企業社會責任，持續改善「環安衛能」管理績效，邁向企業永續經營。",無資料
1111005,110,2059,川湖,,,N,"盤查設備使用狀況,提出汰舊換新改善政策",無
1111005,110,2062,橋椿,,,ISO 50001,從源頭進行製程設計與管理，從設備進行運轉條件優化或更新，持續節能減碳，提高能源及水資源使用效率，持續改善並維持管理系統有效運作，降低氣候變遷造成缺電、缺水等可能的衝擊,依本公司供應商管理辦法，供應商應遵守當地環境保護法規的要求，並取得ISO14001環境管理系統之認證；或節能與減碳，並取得ISO 50001能源管理系統之認證；或產出綠色產品，供應商的產品符合其所適用環保法規，包括PFOS/PFOA/RoHS/REACH與其他因應全球發展趨勢的規範等。
1111005,110,2069,運錩,,,N,已建置太陽能板,使用回收的包裝材料
1111005,110,2101,南港,,,N,"配合能源局節電目標執行
2022年公司目標減低能耗1%",無
1111005,110,2102,泰豐,,,N,"致力改良產品,提升生產技術並加強現場管理,以提高節能減廢績效",無
1111005,110,2103,台橡,0.0000,合併財務報表之生產營運母子公司,ISO50001 : 2018,設定集團增加使用再生能源比例之目標;分別為2023年5%、2025年10%、2030年30%,設定集團增加使用可再生原料比例之目標;分別為2025年5%、2030年15%
1111005,110,2104,國際中橡,78.0000,"林園先進廠2021年透過回收製程尾氣轉化成蒸汽進行發電，發電量53,496,000度，佔總用電量78%。",ISO 14064,"林園先進廠為提升能源使用效率，主要方向在於提高設備用電效率，各廠定期進行大型設備維修工作，增進操作良率及產率，降低次品廢料產
出，逐年改善設備效能及提升資源使用效率。另外，以循環經濟模式將熱能重複使用價值最大化，將製程熱能生產蒸汽供自用，製程尾氣排放前，
不耗用其他資源進行去除VOC，而是將其轉變為熱能生產蒸汽，部分蒸汽投入發電降低廠內購電需求量。","林園先進廠針對特定客戶需求，採用PE塑膠膜包裝袋取代原本的紙袋包裝。利用PE可溶於橡膠的特性，客戶投料時可連同包裝袋投入料斗，
除了可以減少附著包裝袋上的碳黑損失，亦可降低廢棄紙袋之處理成本及環保疑慮。2021年林園先進廠共計使用100,720枚PE袋替代紙袋包裝，
預估減少約24,173公斤的紙類廢棄物。"
1111005,110,2105,正新,,,N,正新本著「節能減碳、效能提升」的能源政策，歷來重視能源使用，落實能源管理是我們對環境的基本承諾，大陸與台灣廠區皆已成立能源管理組織，每年設定節能目標與執行方案。通過對節能目標細化分解並實行考核與薪酬獎懲掛鉤的激勵制度，通過季度績效考核表、年終績效考核表進行相關考核。激勵各部門積極實施節能技術改造，逐步實施節能減碳。大陸廠區所有能源管理人員皆經過ISO50001： 2018能源管理體系要求培訓，均取得內部審查員資格證，具備管理相關要求，另外，各廠區已通過第三方管理系統認證，昆山廠更曾獲得能效之星三級能源獎項。,無使用，故不適用。
1111005,110,2106,建大,,,ISO 50001,"採用綠色能源，規劃經濟之用電契
約容量與錯峰用電策施，並以租約
方式設置太陽能發電設施降低能源
需求，致力於每年減耗能源1%為目
標，響應政府節能減碳的政策。","持續推動廢輪胎循環再生，並在性
能及安全性規範內合理提升再生物
料使用率。"
1111005,110,2107,厚生,,,N,RTO廢氣燃燒熱  回收到鍋爐,製程中添加回收碳黑材料
1111005,110,2108,南帝,0.0000,母公司,N,無,無
1111005,110,2109,華豐,,,N,,
1111005,110,2114,鑫永銓,,,N,提升能源使用效率，每年1%。,提升再生物料利用率，每年1%。
1111005,110,2115,六暉-KY,,,N,"本公司積極推動各項節能設計之設備，降低公司能源消耗，並不斷提升各項資源之利用效率與原物料之回收再利用。如包裝材料(如棧板、隔板、紙箱等)
積極使用回收料組成的可重複使用棧板及修補木料棧板，以減輕環境負荷。本公司及子公司將視實際狀況需要建置環境管理專責單位或人員。","本公司積極推動各項節能設計之設備，降低公司能源消耗，並不斷提升各項資源之利用效率與原物料之回收再利用。如包裝材料(如棧板、隔板、紙箱等)
積極使用回收料組成的可重複使用棧板及修補木料棧板，以減輕環境負荷。本公司及子公司將視實際狀況需要建置環境管理專責單位或人員。"
1111005,110,2201,裕隆,63.8500,裕隆汽車製造(股)公司三義廠區,N,推動淨零節能減廢,無
1111005,110,2204,中華,12.6112,占營運範圍比率100%,ISO 50001,"1.能源政策：
(1)符合能源法令及其要求，持續改善能源管理績效；
(2)確保必要資訊資源提供，促進能源管理目標達成；
(3)落實重大能源設備管控，提高生產能源使用效率；
(4)擴大採購綠色節能產品，支持能源績效設計活動；
(5)持續宣導全員節能意識，建構永續綠色企業文化。
2.目標規劃：
規劃至2050年以綠能或綠電取代現用市電100%，以達成淨零碳排放(碳中和)目標。",無
1111005,110,2206,三陽工業,,,N,依經濟部能源局規定，每年節電總量為1%。,在包裝材的部分，針對部分進口的包材例如鐵箱等，會再自行回收整理轉用於出口包裝使用減少新包材的購買。
1111005,110,2207,和泰車,0.1900,母公司,N,"以2019年為基準年, 設定年度減量3%之目標(2020年為1%、2021年為2%、依此類推)，
並每月紀錄用電量，並檢討減量達標情形(若未達標則制定改善計畫)","研究各式廢棄物再生之可能性(如 : 歷年集團淨灘累計撿拾約10萬支寶特瓶，
與廠商合作再製為活動T-shirt ; TOYOTA技術員之制服亦由環保再生紗製成)"
1111005,110,2208,台船,,,N,優先針對耗能佔比高之壓縮空氣系統進行空壓機運轉監控系統設置及分區供氣，並建立後續最佳化運轉模式。,因公司產業特色，並無使用再生原料作為生產原料。
1111005,110,2211,長榮鋼,,,N,"1.辦公室、公共空間及現場作業場所照明控制，已逐步汰換成LED燈管或平板燈，並於非工作時間減少照明使用，養成隨手關燈習慣。
2.辦公區域採購有環保標章(FSC或PEFC)認證事務用品及事務機耗材回收再利用：
使用影印紙張、各類民生用紙、月曆、筆記本等均購買環保標章之產品；租用多功能複合式事務機(影印機、傳真機、掃描機)及耗材(碳粉匣等)，均可回收再利用。
3.推動公務車陸續更換為油電混合車或電動車，並鼓勵同仁搭乘大眾運輸工具往返各廠區，以減少碳排放。
4.提供同仁環保餐具，減少免洗餐具之使用，降低垃圾量。
5.落實資源回收，垃圾分類，減少廢棄物數量。
6.各廠區主要會議室已設置視訊設備，各重要會議及教育訓練可以視訊會議方式進行，減少人員交通往返，以節能減碳。
7.現場設備汰舊換新 :
(1)潛弧銲機 : 採購變頻主機
(2)空壓機及噴砂機 : 採購變頻式、塔吊引擎改為環保工業用引擎。",本公司以鋼構加工及修櫃服務為主要業務，故未有購置再生物料之需求。
1111005,110,2227,裕日車,,,N,"1. 中央空調效能改善
2. 辦公室裝置智慧電錶
3. 採購節能辦公家電","自98年起上市之新車，於研發/設計產品時滿足「汽車業促進資源回收再利用自願性規範」，促進達成汽車業促進資源回收再利用自願性規範。
1)整車回收率已遠超過規範標準(80%)，高達92.1％以上。
2)整車回收再利用率已遠超過規範標準(85%)，高達95.0％以上。
3)限用鉛、汞、鎘以及六價鉻等四種環境危害重金屬。
4)為使零組件容易回收再利用，落實材質標示，針對超過100公克的塑膠零組件及超過200公克之橡膠零組件，進行材質標示。
5)使拆解處理過程順利，在上市六個月內，主動提供拆解資訊。"
1111005,110,2228,劍麟,,,N,NA,NA
1111005,110,2231,為升,0.0000,為升電裝工業股份有限公司,N,傳統燈管更換為LED燈管,無資料
1111005,110,2233,宇隆,,,N,檢視能源績效，執行節能措施,提升各項資源使用效率，針對可資源回收之項目，進行回收
1111005,110,2236,百達-KY,,,N,逐步規劃導入再生能源,持續提升原料回收之可能性
1111005,110,2239,英利-KY,,,N,無資料,無資料
1111005,110,2241,艾姆勒,0.0000,母公司,N,持續汰換老舊耗能設備，以節能設備取代，並擴大廠區裝設太陽能板並轉成能源以開源節流,無
1111005,110,2243,宏旭-KY,,,N,NA,NA
1111005,110,2247,汎德永業,,,N,展廳新設、翻新採用節能燈泡及節水等裝置，注重自然採光、降溫等建築規劃,展廳新設、翻新依原廠規範及使用需求，盡可能採購再生物料
1111005,110,2250,IKKA-KY,,,N,NA,NA
1111005,110,2301,光寶科,20.0000,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 50001,光寶藉由訂定節能目標、定期進行能源使用分析、持續提出節能計畫及導入能源管理系統，積極提升能源使用效率。,"以綠色設計為核心理念，光寶聚焦於「副產品及產業共生」、「再生料替代原生料」與「資源再生與回復」三大面向，攜手供應商共創產業循環經濟基礎，並提出包括海廢永續塑料開發、製程資源使用率優化技術、產品使用高比例消費後回收(Post-Consumer Recycling, PCR)材料等多項綠色解決方案。"
1111005,110,2302,麗正,0.0000,母子公司,N,2022年更新省電燈管、省電設施,2022年度計劃使用綠電
