出表日期,報告年度,公司代號,公司名稱,範疇一排放量(噸CO2e),範疇一資料邊界,範疇一取得驗證,範疇二排放量(噸CO2e),範疇二資料邊界,範疇二取得驗證,範疇三排放量(噸CO2e),範疇三資料邊界,範疇三取得驗證,溫室氣體排放密集度(噸CO2e/單位),溫室氣體排放密集度單位,溫室氣體管理之策略、方法、目標
1111005,110,3046,建碁,2.2200,僅申報公司,ISO 14064,113.0000,僅申報公司,ISO 14064,,,ISO 14064,0.0400,百萬營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司參與宏碁集團所擬定整合性能源與氣候變遷策略，持續以優化各營運據點的能源效率為優先，以採用綠色電力為輔，於適當場域設置再生能源發電設施， 並將再生能源憑證（Renewable Energy Certificates，簡稱RECs）、綠色購電協議（Power Purchase Agreement；PPA）或碳權等方案納入評估考量，以支持再生能源與相關氣候保護專案的發展。
(二)企業溫室氣體排放量減量目標
本公司為宏碁集團的一分子，響應母公司宏碁依據國際科學基礎減量目標倡議（Science based target initiative, SBTi）程序，承諾制定與1.5℃減碳路徑情境相符合的減量目標，預期宏碁集團於2030年達到相較於2019年減碳50%的成果。
(三)企業溫室氣體排放量減量之預算與計畫
本公司溫室氣體排放量主要來自於電力使用，節能減碳及其他減少環境影響之措施說明如下：
1.節能設計
i.空調：主機依季節設定適當冰水出水溫度，並設定室內機溫度，使得室內溫度維持26-28度之間，同時搭配自動控制方式定時開關主機及室內機，以達到降低空調用電之目的。
ii.照明：採用節能燈具(耗電量為為一般日光燈的二分之一)降低照明用電，搭配電燈開關分區域設置，使用時開啟該區域燈具，達到節能之目的。
2.節能措施
i.公司選址時鄰近捷運站，便於同仁上、下班及洽公時搭乘捷運，減少使用非公眾交通工具之頻率，同時達到減少溫室氣體排放之目的。
ii.提供視訊會議之軟體，鼓勵同仁以視訊方式與客戶或廠商招開會議，提升效率並減少洽公及差旅之發生，進而降低交通工具使用，達到減少溫室氣體排放之目的。
iii.選用環保認證紙張，減少對原始森林砍伐之危害，間接減緩溫室效應發生。
iv.採用環保認證洗潔精，減少對環境及水資源之危害。
v.採購設備時優先選擇具有節能標章之設備(產品)，使用設備時同時達到節能目的。
vi.使用烘手機取代擦手紙，減少一次性紙張使用。
3.資源回收利用
i.可回收廢棄物：分類置於回收桶，由清潔人員細項分類委由回收廠商清運，達到再利用之目的，同時減少垃圾量降低對環境之危害。
ii.廢棄紙張：統一集中存放後，定期委由廢紙回收商回收後，再混入造紙紙漿中，再生成紙箱重複利用，減少原生紙漿使用。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司所從事之服務雖對於客戶無減碳效果直接之關聯性，但本公司減碳可間接帶給客戶第三範疇之減碳效果，且本公司同樣身為地球一份子將會持續關心氣候與最新之能源政策，注重生態平衡，減少環境汙染，保護及節約自然資源,對員工加強宣導環保觀念並落實至日常生活中。
"
1111005,110,3047,訊舟,,,N,832.9080,僅母公司,N,,,N,0.2292,百萬營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司溫室氣體排放都是間接排放型態，空調用電及民生用水所產生之二氧化碳
排放量，為本公司主要溫室氣體排放來源，節能減碳計劃以節約用電為主。此外
，本公司的策略為，從設計源頭便開始進行環境衝擊考量及碳減量，採用綠色設
計，並且從原物料生產、運輸、產品生產、產品運輸、產品使用至產品廢棄後處
理等，所有過程對環境所造成的衝擊均納入考量；另外營運過程中落實節約用電
，達成減少溫室氣體排放量、資源使用減量的目標，以期能對環境生態衝擊降到
最低。本公司近年來推動的節能方案包含：宣導員工養成隨手關燈、關閉電源之
習慣、鼓勵同仁上下樓層多走樓梯、並汰換照明光源為LED、以降低電力使用量
，進而減少二氧化碳排放。另本公司持續進行簽核表單電子化，以降低紙張使用
，朝向無紙化的目標前進。此外，為了達到資源永續利用，本公司對於廢棄物的
管理，首重製程減廢，其次考量為再利用，最後才是處理或處置。為確實掌握廢
棄物的流向，本公司慎選廢棄物清除處理及再利用廠商，廢棄物減量與回收再利
用，以降低環保風險。另推動節水管理，減少用水量或循環再利用之節水效能，
以每年節水率2%之目標。
(二)企業溫室氣體排放量減量目標
年度排放總量與員工人數正相關，透過行政管理使空調設備運轉更有效率，減少
用水及用電量。目前公司採用關閉部分照明及空調之策略，來減少用水及用電量
。本公司二氧化碳排放量主要來自電力，因此電力的節約為節能減碳之優先目標
，預計111年節省用電與110年比較以節省2%為目標，持續減少溫室氣體總排放量。
(三)企業溫室氣體排放量減量之預算與計畫
1.辦公室節能措施：
(1)隨季節調整空調及設定恆溫於26度，以減低電力負荷，公司同仁也做到隨手關
閉電腦、空調與照明電源。
(2)辦公室之照明全數LED化，既降低燈源發熱量，且能達到節能目的。
(3)宣導員工勤走樓梯代替電梯，並訂定每周二為訊舟之樓梯日。
2.電腦機房節能措施：推行伺服器虛擬化，節省電力及相關設備。
3.省水措施：給水裝置加裝變頻器以穩定水壓，並使用省水閥，有效減少不必要的
水資源浪費。
4.其他：
(1)持續推動文件管理電子化系統，減少紙張使用量，並多加利用再生紙。
(2)確實執行廢棄物如廚餘、鐵鋁玻璃罐、廢紙與保特瓶等的回收管理與資源分類，
並由專業人員負責廢棄物的處理與分類。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司在產品設計上，提供更節能的方案，降低產品生命週期的資源耗用，並且持續
使用低汙染量的耗材及產品零組件，以降低對環境所造成的衝擊。
"
1111005,110,3048,益登,,,N,419.0000,僅母公司(台灣區),N,,,N,0.0040,百萬營業額,
1111005,110,3049,和鑫,39846.5890,母公司,ISO 14064,44300.7360,母公司,ISO 14064,,,N,0.1700,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
和鑫光電的永續經營策略，在經濟(E)與公司治理(G)方面，加強成本控管、提升生產效率及產品良率，持續提升營運效益；在環境(E)與社會(S)方面，和鑫重視員工關懷與客戶關係，同時在排放與節能等議題上，以實際作為關懷環境及回饋社會，並廣邀員工與事業夥伴共同參與，共築美滿的社會與生活客戶關係，共築美滿的社會與生活。
目前已訂定溫室氣體盤查管理程序並執行溫室氣體排放盤查相關作業事項，確實掌握公司溫室氣體排放狀況，依據盤查結果，訂定溫室氣體自願減量相關計畫；另，配合政府相關法規政策、優先選用綠色產品，達到永續發展，善盡企業對環境保護之責任。
和鑫光電近年來推動的節能方案包含：宣導員工養成隨手關燈之習慣、鼓勵同仁上下樓層多走樓梯、汰換照明光源為LED以降低電力使用量及安裝定時關閉空調及照明裝置，進而減少二氧化碳排放。另，建立工業4.0，將機台設備檢點制度電子化、辦公室推行電子公文、表單無紙化及發票電子化，以減少紙張使用，朝向無紙化的目標前進。
(二)企業溫室氣體排放量減量目標
因應全球企業聚焦於低碳經濟轉型風險及氣候變遷急劇的變化，和鑫光電積極朝向再生能源、能源效率、產品創新與服務新市場的淨零目標，增加產業競爭力及企業獲利。
為了達成企業永續發展目標，針對重大環境議題已訂定目標進行管理，如下：
1.排放管理：溫室氣體減量，2030年溫室氣體減量30%↓。
2.能耗管理：推動節能改善，2030年用電總量減10%↓(80,110,080(度/年))。
3.提高能源使用效率，設置再生能源設備，2030年達到發電量4,005,504(度/年)
4.水耗減量管理：2030年用水總量減 6 %↓。
5.廢棄物減量管理：推動製程循環使用，2030年廢棄物產出總量減量50%↓。
(三)企業溫室氣體排放量減量之預算與計畫
和鑫光電於111年已投入約3600萬元增設再生能源設備，設置完成後，一年約可以提供900,000(度/年)綠電，進而減少溫室氣體排放。
(四)企業產品或服務帶給客戶或消費者之減碳效果
和鑫光電致力於提供客戶高品質及對環境友善的產品，我們對原料物的採購思維，同樣是以對環境友善為主要考量。除了維護產品品質(含安全及健康性考量)所必須使用的原物料外，我們竭盡所減少使用，並採購對環境有益的原物料(如非衝突礦產原料)，降低環境衝擊。
"
1111005,110,3050,鈺德,95.3290,僅母公司,N,7072.0060,僅母公司,N,,,N,7167.3350,產品,
1111005,110,3051,力特,0.3500,母公司,N,18960.0600,母公司,N,,,N,5.1000,營業額,
1111005,110,3052,夆典,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
103.11.13由董事會審議通過「企業社會責任實務守則」(現為「永續發展實務守則」)，對公司發展永續環境有所規範。
(二)企業溫室氣體排放量減量目標
將依溫室氣體排放量盤查結果進行評估。
(三)企業溫室氣體排放量減量之預算與計畫
尚無此項目之計算；每年依據減量目標進行規劃。
(四)企業產品或服務帶給客戶或消費者之減碳效果
尚無此項目之檢視。
"
1111005,110,3054,立萬利,,,N,,,N,,,N,,,
1111005,110,3055,蔚華科,12.9600,僅母公司,N,1851.4200,僅母公司,N,0.0000,僅母公司,N,1.5700,百萬營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
．降低環境負荷衝擊：廢棄物分類資源回收，電子化減少用紙等。
．提升資源利用效率：包裝材紙箱回收再利用，文書用紙雙面利用等。
．持續關注水利署水情資訊，並配合政府節水政策，審視水情燈號並做相關應變，並將洗手台出水量減少三分之一使用量。
．因應氣候變遷潛在風險，宣導節約能源政策，讓員工將節能減碳化為行動，以期間接降低溫室氣體之排放。
．本公司無生產製造工廠。
(二)企業溫室氣體排放量減量目標
111年度較110年度以減少3%為目標。
(三)企業溫室氣體排放量減量之預算與計畫
編列有冰水機修繕預算NTD47萬，且有如下行動計畫:
1.設置電燈冷氣總電源開，讓同仁下班可立即隨手關閉，以節約能源。
2.選擇國家認證節能冰機、冷氣、冰箱及飲水機電器產品減低電力負荷。
3.調整空調設定於26度，以減低電力負荷。
4.辦公照明燈具採用節能環保燈具，節約能源且光源不閃爍，保護員工視力。
5.養成同仁隨手關燈、電腦插座的習慣，鼓勵勤走樓梯代替電梯等設備。
6.加裝窗簾以降低室內溫度。
7.廢棄物分類資源回收，電子化減少用紙。
8.包裝材紙箱回收再利用，文書用紙雙面利用。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前無此項目之檢視。
"
1111005,110,3056,總太,,,N,,,N,,,N,,,
1111005,110,3057,喬鼎,23.6600,母公司,N,1105.2300,母公司,N,,,N,1.4859,百萬營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
喬鼎資訊所有產品全都符合 ISO14001、WEEE、RoHS及 REACH 規範，也承諾盡可能審慎規劃增加使用回收材料，致力於推動綠色產品設計及
製造、溫室氣體盤查與減量、節能減碳落實與執行、廢棄物管理與回收等。
(二)企業溫室氣體排放量減量目標
由於排放源主要來自空調與辦公照明需求的電力，將配合廠務系統管控與宣導，減少不必要的浪費，用水加裝節水裝置與內部宣導執行節約
用水措施，以每年減量1%以上為目標。，減少不必要的浪費，近年比較均達標。
2021年溫室氣體排放量與2020年相較，大幅減少14.45%。
2021年總用水量與2020年相較，大幅減少26.68%。
(三)企業溫室氣體排放量減量之預算與計畫
本公司目前持續執行及計畫中的溫室氣體減量相關方案如下：
1. 推動電子簽核流程，降低紙張使用。
2. 管理動力需求，閒置區域之照明、空調關閉。
3. 管制空調設備，依廠內實際室溫及配合生產，彈性調整冰水主機開啟。
4. 規劃逐步分區更換LED照明系統。
5. 分區更新高能耗空調設備，提升能源效率，降低損耗。
6. 汰換老舊電力系統與線路，降低能源損耗。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司著重綠色設計，協助客戶設計低耗能、低毒害、易回收之高效率產品，以降低產品生命週期的資源耗用，持續使用汙染量較少的耗材及
產品零組件，以降低對環境所造成的衝擊，持續綠色生產，在生產過程中致力於節能減碳，符合對客戶、環境之綠色承諾。
"
1111005,110,3058,立德,,,N,,,N,,,N,,,
1111005,110,3059,華晶科,,,N,1145.0000,母公司,N,,,N,,,
1111005,110,3060,銘異,81.4300,僅桃園市龜山區母公司範疇,N,5408.5200,僅桃園市龜山區母公司範疇,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
銘異科技溫室氣體盤查基準年為2011年，經過盤查活動分析溫室氣體的排放狀況，並做為減量對策的依據，營運過程中各種活動均納入考量，並推動節約用電，減少溫室氣體排放。
(二)企業溫室氣體排放量減量目標
銘異科技積極推動各項節能措施，冀能降低溫室氣體排放，例如推動隨手關燈做環保、全公司已完成T5燈管設置、成型機加裝高效率電源省電管理裝置減少機台空轉之耗電量等，但2015年銘異科技溫室氣體總排放量為6,419.853公噸CO2e，比起2014年總排放量6056.133公噸CO2e，上升了6.01%，分析原因後發現電力使用增加為主要的溫室氣體排放來源，推估其主要原因是因為銘異科技積極推動產線自動化，增加的自動化相關機台設備消耗電能，以及擴增生產產線所導致。
統計2016年總排放量為6,490.28公噸CO2e，比起2015年總排放量為6,419.853公噸CO2e，上升了1%，主因冰水主機冷媒填充影響造成。
統計2017年總排放量為6,588.83公噸CO2e，比起2016總排放量為6490.28公噸CO2e，上升了2%，主因分離式冷氣冷媒填充影響造成。
統計2018年總排放量為6,935公噸CO2e，比起2017總排放量為6,588.83公噸CO2e，上升了5%，主因產能提升影響造成。
統計2019年總排放量為5,663.16公噸CO2e，比起2018總排放量為6,935公噸CO2e，下降了18%，主因採用環保冷媒及分段調整區間產能。
統計2020年總排放量為5,159.44公噸CO2e，比起2019總排放量為5,663.16公噸CO2e，下降了9 %，主因採用節能空壓機設備及分段調整區間產能。
統計2021年總排放量為5,489.94公噸CO2e，比起2020總排放量為5,159.44公噸CO2e，上升了6%，主因產能提升影響造成。
(三)企業溫室氣體排放量減量之預算與計畫
銘異科技在溫室氣體盤查活動結果中，以範疇二間接排放源(外購電力)為主要排放源，依此分析結果推動各項節能減碳活動，如成型機加裝高效率電源管理系統裝置、辦公室電源管理(隨手關燈、下班關電腦)、空調設備管理(定溫設定、汰舊換新採購節能空調設備)、空壓機老舊更換等節能措施等，2015年空調與空壓設備的維修保養與更新費用約500萬元，並於2016年編列空調與空壓設備的維修保養與更新費用約新台幣850萬元，因應產能優化故2017編列空調與空壓設備的維修保養與更新費用約新台幣450萬元，2018年編列T5燈具汰換成LED及冰水主機水渦輪改造之維護保養與更新費用約新台幣350萬元，2019年編列空調與空壓設備的維修保養與更新費用約新台幣340萬元，2020空調與空壓設備的維修保養與更新費用約300萬元，2021年編列空調與空壓設備的維修保養與更新費用約新台幣320萬元，2022年編列空調與空壓設備的維修保養與更新費用約新台幣300萬元。
(四)企業產品或服務帶給客戶或消費者之減碳效果
銘異科技主動進行自主性碳排放盤查認證活動，不但優於環保法令的規定並響應了客戶端高標準的環保訴求，銘異科技秉持著禁用物質管理、資源回收再利用、節能減碳等環保活動，並持續進行溫室氣體排放的減量，不但達成客戶滿意並提升企業形象，並期望能達成企業的永續發展。
"
1111005,110,3062,建漢,698.1860,僅母公司,N,677.1751,僅母公司,N,,,N,0.0000,營業額,
1111005,110,3090,日電貿,15.4960,僅母公司,N,167.9210,僅母公司,N,,,N,,,
1111005,110,3092,鴻碩,1571.4900,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,13117.7649,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,15230.1400,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,0.0099,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
節能減排。
1.牢固樹立綠色發展理念。主動應對碳達峰碳中和帶來的深刻變革，化挑戰為機遇，深入開展全廠碳達峰碳中和發展戰略及路徑研究，科學制定發展規劃，加快構建清潔、低碳、高效的產業體系、能源體系，引領全廠高品質發展。
2.推進能源結構清潔低碳化，大力發展低碳能源，實現從傳統外購電力能源向潔淨綜合能源的融合發展。
3.大力提高能效，加強全過程節能管理，淘汰落後產能，大幅降低資源能源消耗強度，全面提高綜合利用效率，有效控制能源消耗總量。
4.提升能源供給水準與結構合理性，積極使用可迴圈的綠色能源產品，開展生態產品設計，提高低碳化原料比例，減少產品全生命週期碳足跡，帶動上下游產業鏈碳減排。
5.加大科技研發力度，瞄準新一代清潔高效可迴圈生產工藝、節能減碳及二氧化碳迴圈利用技術等，增加科技創新投入，著力突破一批核心和關鍵技術，提高綠色低碳標準。
6.大幅增加綠色低碳投資強度，加快清潔能源基礎設施建設，加強碳資產管理，積極參與碳排放權交易市場建設，主動參與和引領行業應對氣候變化國際合作。
(二)企業溫室氣體排放量減量目標
1.年度減排2%，每年度持續加乘減排。
2.大氣污染因子總排放量削減20%以上目標。
3.年度固體廢物總排放量削減5%以上目標。
(三)企業溫室氣體排放量減量之預算與計畫
計劃通過減少廢棄物產生量，增加廢氣處理設施等方式減少碳排放。
1.增加廢氣處理設施由無組織排放改為有組織排放，新增廢氣處理設施3台，投資金額人民幣65萬元。
2.進行垃圾分類，增加可回收利用資源使用。
3.使用可循環利用的包裝容器，減少固廢產生。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司對產品或服務之顧客健康與安全、客戶隱私及標示等，公司均遵循相關法規及國際準則，並與客戶簽署環保合約或品質合約附加環保條款，承諾公司在生產流程中遵守環保法令及政策，以保障消費者權益、客戶權益。
"
1111005,110,3094,聯傑,18.0980,母公司,N,396.1000,母公司,N,657.3300,母公司,N,1.5116,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
聯傑國際屬IC設計公司，95%以上的溫室氣體排放量都是間接排放型態，排放源主要來自空調與辦公室照明需求的電力及同仁日常用水，已有節能措施以減少能源耗損。
本公司節能減碳具體方案列舉如下:
(1)空調冰水主機及馬達採用變頻節能裝置。
(2)依冷卻水回水溫度決定每台冷卻水塔啟動機組冷卻風扇。
(3)辦公室照明分批陸續更新為LED照明燈具及燈管。
(4)停車場照明採定時及跳盞開燈。
(5)停車場送排風機縮短運轉時間，除上下班時段，其餘時段不開放。
(6)自動節能措施:午休關燈、下班時段每一區域隨手關空調。
(7)委請專業機構辦理辦公室照明、CO2環境檢測，並大量綠化，提升工作職場環境永續與舒適。
(8)空調定期檢點維護保養，維持空調設備高效率運轉狀態。
(9)警衛於晚上八點起間隔2小時進行辦公區巡查，關閉非必要之照明與空調。
(10)進行節能宣導，辦公室空調溫度設定26°C以上。
(11)宣導多走樓梯不坐電梯，既省電環保又健康。
(12)會議結束後，隨手關閉會議室的電調/空調及投影機開關。
(13)同仁下班時，隨手關閉電腦、螢幕電源並拔掉插頭。
(二)企業溫室氣體排放量減量目標
聯傑國際將持續推動並落實各項節能減碳措施與宣導，以達成溫室氣體排放量年平均減量2%之目標。
(三)企業溫室氣體排放量減量之預算與計畫
1.夏季空調溫度管控：設定空調溫度及時間管控。
2.能源效率管控：隨手關閉無人區域之照明，午休時間辦公區關燈節能。
3.節能燈具：將辨公室燈具分批汰換為LED T5燈具。
4.建立電子化系統，以減少紙張使用量。本公司自110年1月1日起全面採用電子發票作業。
5.購置環保節能之電動公務車及鼓勵員工將燃油汽機車汰換成節能電動汽機車。
(四)企業產品或服務帶給客戶或消費者之減碳效果
隨著國際對於環保及節能議題的持續關注，節能科技已成為產品發展主流之一，2017年本公司宣示：我們將持續地投入研發人力與研發經費，把產品開發的節能目標設定『功耗再降低百分之二十』提供更省電、更具節能效益的新產品，協助客戶開發多元化的物聯網(IoT)系統，以達到產品環境友善及環境永續發展。
"
1111005,110,3130,一零四,,,N,1040.3280,包含合併財務報表之母子公司全台營運據點,N,,,N,0.0369,無生產活動，以每坪碳排放量計算,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司於企業內部持續推動各項節能減碳策略。
平時透過相關環境宣導課程，向同仁宣導節水減廢觀念。
(二)企業溫室氣體排放量減量目標
本公司所屬產業特性關係，無生產製造相關行為，以日常節約能源使用為方向。
本公司營運活動對環境造成之影響主要為辦公場所使用之電能。
111年設定每坪降低2%碳排量為目標。
(三)企業溫室氣體排放量減量之預算與計畫
現行業務無生產製造相關行為，暫無相關預算。
本公司於企業內部持續推動各項節能減碳策略。平時透過相關環境宣導課程，向同仁宣導節水減廢觀念。
相關措施具體作為如下：
1.委外專業清潔公司，指派專人每日清掃，以及設置資源回收桶進行資源分類，項目包括：紙、玻璃瓶、鐵鋁罐、塑膠類與廢電池，皆委託合格廠商進行後續處理，降低對環境之影響。
2.鼓勵員工自帶環保杯與餐具、紙張重複利用、減少廢棄物。
3.定期環境消毒及空調送風機清洗以維護環境之整潔。
4.本公司全面使用T5節能燈管或採用Led燈具。
5.冷氣空調採用定時管理，並於夏日進行空調溫度控制宣導，以達成節能減碳之目標。
(四)企業產品或服務帶給客戶或消費者之減碳效果
推出綠色服務：開發數位線上工具，推動招募市場數位化，減少碳排放。
推出視試面試功能，讓求職者免於交通往返即可線上與企業面試，提升作業效率，增加求職安全。
"
1111005,110,3138,耀登,16.0987,僅母公司,N,124.3353,僅母公司,N,76.4055,僅母公司,N,0.0000,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
耀登積極投入企業永續發展，於企業永續小組下設環境小組專職進行環境議題之管理，關注氣候變遷及全球暖化，透過再生能源規劃及節能減碳的實際行動與教育，規劃每年的減碳目標，設定短中長期碳排減量目標，依遁Task Force on Climate-Related Financial Disclosures , TCFD揭露氣候變遷資訊及其所帶來的風險與機會，以響應碳揭露專案Carbon Disclosure Project, CDP 及綠色和平RE10X10倡議。
(二)企業溫室氣體排放量減量目標
2023年減量目標降低 6公噸CO2e/年。
(三)企業溫室氣體排放量減量之預算與計畫
2022年投入150萬, 設立太陽能板19.98kW，以10%綠電取代傳統電力。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司產品為無線通訊關鍵零組件，間接促使客戶產品有減碳效果。
"
1111005,110,3149,正達,49.5200,母公司,N,26789.2000,母公司,N,,,N,11.0400,"(間接+直接)26,838.72噸CO2e/個體營收淨額2,431百萬元","(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司秉持愛護地球、保護地球之環保理念，投入國際性環保活動，其中針對溫室氣體排放之議題
，亦完成溫室氣體盤查，預計於2023年取得查證機構對盤查結果之查證。
(二)企業溫室氣體排放量減量目標
我司溫室氣體盤查之資料顯示，大部分之溫室氣體排放源為間接能源電力排放，故依此結果，本公
司持續推動節約能源措施，俾以達到降低溫室效應氣體二氧化碳排放之長期目標。
(三)企業溫室氣體排放量減量之預算與計畫
目前擬訂2023執行撰寫ESG報告書，屆時將溫室氣體相關議題列入討論，將會有較完整之計畫產出。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前擬訂2023年執行撰寫ESG報告書，屆時將溫室氣體相關議題列入討論，將會有較完整之計畫產出。
"
1111005,110,3164,景岳,162.5232,"110年天然氣使用量(鍋爐)
110年	立方公尺
1月	6984.9
2月	4166.73
3月	7056.54
4月	6036.12
5月	7580.35
6月	7586.11
7月	6501.85
8月	7893.72
9月	10685
10月	6964.4
11月	7722.41
12月	7228.61",N,2066.1316,"110年用電度數
11001	302700
11002	232900
11003	336200
11004	333100
11005	379600
11006	378400
11007	389100
11008	396100
11009	353900
11010	368200
11011	325600
11012	320000",N,,,N,59.3623,產品,
1111005,110,3167,大量,80.0000,母公司,N,2233.0000,母公司,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
無
(二)企業溫室氣體排放量減量目標
無
(三)企業溫室氣體排放量減量之預算與計畫
無
(四)企業產品或服務帶給客戶或消費者之減碳效果
無
"
1111005,110,3189,景碩,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
持續推動公司內部節能減碳行動，進行各項溫室氣體盤查及減量措施。對營運過程中落實
節能減碳、資源回收減量及循環經濟等措施，所有廢棄物從源頭到最終廢棄處置等過程，
將所有對環境所造成的衝擊均納入考量。
(二)企業溫室氣體排放量減量目標
以國家節能政策目標為依據，透過節能政策、節能計畫的制訂與節能設施、設備運轉，減
少排放量。
(三)企業溫室氣體排放量減量之預算與計畫
已進行節能方案：推動採購節能產品(如更換LED照明燈具及高效能電器設施)、汰換能耗
較高之老舊冰水主機及空壓機，並更換高效率泵浦，優化生產製程排放量持續推動節能政策。
(四)企業產品或服務帶給客戶或消費者之減碳效果
持續努力減少對環境可能產生的影響，透過各項節能減碳之設備與措施，提供客戶低碳及低耗能之產品。
"
1111005,110,3209,全科,,,N,259.9200,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,N,,,N,0.5500,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
落實午休時段辦公室關燈節能1小時，亦將辦公事務機器設定為省電模式，針對長時間不使用之用電器具或電腦資訊設備，於休假前夕宣導公司同仁於下班時隨手關閉主機及周邊設備電源，以減少待機電力之浪費。
(二)企業溫室氣體排放量減量目標
本公司期望能達成每年較上一年減少1%溫室氣體排放量為管理目標。
(三)企業溫室氣體排放量減量之預算與計畫
自2020年起著手進行溫室氣體盤查並自行揭露碳排放量，預計在2028年之前完成母公司ISO 14064-1溫室氣體盤查的第三方查證。
(四)企業產品或服務帶給客戶或消費者之減碳效果
鼓勵客戶購買低功率節能電源管理晶片以及低功耗微處理器。
"
1111005,110,3229,晟鈦,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.日常辦公環境中，鼓勵資源重複利用，完成節能燈具更換，並持續更換各式節能產品來替代傳統高耗能產品。
2.辦公流程電子E化，公務過程使用的文書以電子檔及ERP(企業資源決策系統)漸進式取代傳統紙質文書，除了提升簽核效率，直接降低紙製用品使用及採購，
間接影響雨林樹木與動物棲地的砍伐，以減緩環境溫度上升。
(二)企業溫室氣體排放量減量目標
1.本公司目前雖尚未執行溫室氣體排放量盤查，但希望透過淘汰老舊耗電較大機器及使用節能產品來達到減少溫室氣體排放情形。
2.持續推廣辦公流程電子E化，降低紙張使用量。
(三)企業溫室氣體排放量減量之預算與計畫
電力使用為主要之溫室氣體排放來源，除了在生產製程上力求低耗能，公司內部透過落實各項節能措施：
1.減少紙張使用，如紙張回收再利用或評估電子簽核系統。.
2.辦公室及會議室室內空調溫度控制在26度C範圍內。
3.定時式關閉辦公區域照明設備。
4.加強宣導並隨手關閉電源將使用高效能設施，如:導入LED燈管、自動感應燈及採用相關節能產品等。
5.編列工作E化流程系統費用，導入電子簽核，並落實內部教育訊練，減少紙製品用量。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.本公司生產的產品運用在通訊等電子產品中，非屬終端消費性產品；協助客戶持續進行生產製造過程的節能與減廢，以降低對環境所造成的衝擊，
減少單位產品所消耗的資源與污染物，為客戶及社會創造減碳環保效益。
2.辦公處室透過E化流程與ERP電子簽核取代的紙質文件，相較109年減少30%用紙量。
"
